Limit_Bal,Gender,Education,Marriage,Age,Default_Payment,Avg_Repayment_Status,Max_Repayment_Status,Delayed_Months_Count,Med_Bill_Amount,Total_Bill_Amount,Med_Payment_Amount,Total_Payment_Amount,Payment_Ratio,Credit_Utilization_Ratio
220000,1,2,1,32,0,-1.0,-1,0,1681.0,14616,1802.0,14902,1.0194978449750292,0.0664360616542652
470000,2,1,2,31,0,-2.0,-2,0,7978.0,58513,7718.5,47064,0.8043203335953789,0.1244954797968515
100000,2,2,2,24,0,-0.8333333333333334,0,0,6597.5,37163,2245.0,24042,0.6469163706813045,0.3716262837371626
10000,1,2,2,23,0,-0.8333333333333334,0,0,1142.0,15151,585.0,8177,0.5396647307286166,1.514948505149485
230000,2,1,2,29,0,-0.8333333333333334,0,0,2780.0,22411,2519.5,26066,1.1630376583972872,0.09743870678823136
50000,2,1,2,28,0,2.0,2,6,32598.0,196776,1500.0,8400,0.04268791576251289,3.9354412911741767
50000,1,3,1,30,1,0.0,0,0,33447.5,206673,1102.0,8428,0.040779198157484736,4.133377332453351
120000,2,2,2,30,0,0.0,0,0,117139.5,698275,4572.0,29210,0.04183159667524016,5.8189098424179795
160000,2,1,1,33,1,-1.0,-1,0,3329.0,32732,3329.0,33288,1.016955366144258,0.20457372141424116
120000,1,1,2,27,0,-1.0,-1,0,880.0,5430,880.0,5430,0.9998158718468054,0.045249622919809
30000,2,2,2,21,0,0.0,0,0,26688.5,158959,1369.5,7278,0.04578510317060896,5.298456718109397
180000,2,1,2,29,0,-2.0,-2,0,0.0,100,0.0,0,0.0,0.0005555524691529492
30000,1,1,2,23,0,0.0,0,0,29093.0,174996,1031.5,7300,0.04171500082858563,5.833005566481117
200000,2,1,1,40,0,-1.3333333333333333,-1,0,159.5,13569,195.0,13710,1.0103168754605747,0.06784466077669611
10000,2,2,2,33,0,0.0,0,0,14361.0,85564,914.0,24209,0.28293110500788876,8.555544445555444
230000,1,2,2,39,0,0.0,0,0,12019.0,98677,714.5,5115,0.051835262165832306,0.4290285694410024
200000,2,3,1,53,0,0.0,0,0,131791.5,793518,5050.0,32000,0.04032669665124591,3.9675701621491894
110000,1,2,1,46,1,0.3333333333333333,2,1,48215.0,288649,1849.5,12899,0.044687337606097347,2.624057963109426
50000,1,2,1,40,0,0.0,0,0,9948.5,67636,408.5,3678,0.054378520632198356,1.3526929461410773
50000,2,1,2,23,0,-0.16666666666666666,0,0,47690.0,200327,2200.0,62702,0.31299668543588516,4.006459870802584
220000,1,1,1,43,0,-2.0,-2,0,6460.5,132845,4616.0,129772,0.9768604248528371,0.6038381643719801
500000,1,1,1,43,0,-0.3333333333333333,2,1,31945.5,346142,28288.5,245003,0.7078086224479478,0.6922826154347691
140000,1,1,1,43,0,0.0,0,0,77619.0,485454,2679.5,17334,0.03570670813978639,3.4675038035442602
50000,2,1,2,30,0,0.3333333333333333,2,1,4909.5,30194,723.5,6009,0.19900645802285147,0.6038679226415472
50000,1,2,2,24,0,0.0,0,0,9441.0,53970,460.0,5266,0.0975709177150692,1.0793784124317514
150000,2,1,2,32,0,0.0,0,0,112824.0,677230,4165.5,26461,0.03907234016162875,4.514836567756215
150000,1,1,2,35,0,1.8333333333333333,2,6,146058.0,872686,5066.5,25975,0.029764394336113636,5.817867880880794
240000,1,3,1,43,0,0.0,0,0,188529.0,1121239,7000.0,44300,0.03950982840426671,4.671809700792913
180000,1,1,2,31,0,5.333333333333333,7,6,2400.0,14400,0.0,0,0.0,0.07999955555802468
240000,1,2,1,44,0,-0.8333333333333334,0,0,5967.5,38194,4577.5,34545,0.9044377536326744,0.15914100357915176
150000,2,1,2,27,0,0.3333333333333333,2,1,139622.0,841190,5933.5,63700,0.07572596473333643,5.607895947360351
260000,2,3,1,41,0,-1.1666666666666667,-1,0,79.0,3472,2.0,2343,0.6746328822343794,0.01335379479309695
160000,2,1,1,34,0,-1.0,-1,0,640.0,10364,2100.0,19792,1.9095031355523395,0.06477459515878026
290000,2,2,1,39,0,0.0,0,0,67581.0,407021,5000.0,32000,0.07861982890359735,1.403515849945345
240000,1,1,2,48,0,0.0,0,0,121990.5,731340,5000.0,30500,0.041704211851926805,3.0472373031779036
50000,1,2,1,56,0,0.5,2,2,10633.0,104243,406.5,2572,0.024672882851770845,2.084818303633927
170000,2,3,1,46,0,-0.8333333333333334,0,0,3332.5,196637,3674.0,108106,0.5497716616320345,1.1566814312856983
130000,2,1,1,46,1,0.0,0,0,115663.0,700905,3346.5,22824,0.03256356772520138,5.39153544972731
80000,1,1,2,27,0,-0.6666666666666666,1,1,0.0,17912,0.0,8956,0.49997208731089154,0.22389720128498394
30000,1,1,1,45,0,-0.3333333333333333,0,0,28163.0,114728,551.0,5240,0.0456728464468443,3.8241391953601545
100000,2,3,1,40,0,0.0,0,0,82433.0,512087,3000.0,19500,0.03807939260439612,5.1208187918120815
10000,1,2,2,23,0,0.3333333333333333,2,1,9379.0,55485,490.0,4174,0.07522618318134304,5.5479452054794525
320000,2,1,2,30,0,-2.0,-2,0,1309.5,13143,2071.5,15730,1.196743761412051,0.04107174665079172
50000,1,2,1,36,0,-1.0,0,0,0.0,99137,0.0,3000,0.030260848514192338,1.98270034599308
80000,1,1,2,29,1,-0.16666666666666666,2,3,0.0,99185,0.0,21780,0.2195874417760571,1.2397970025374683
70000,2,2,2,26,1,0.0,0,0,25083.0,151194,3514.5,19222,0.12713383379079995,2.159883430236711
700000,2,2,2,28,0,0.0,0,0,8122.5,52532,1007.0,8221,0.1564921097215084,0.07504560707770418
360000,2,1,2,26,0,-1.0,-1,0,8144.5,93144,12843.5,102931,1.1050620001073594,0.258732614631626
380000,1,1,2,30,0,0.0,0,0,134434.5,844312,15559.0,134732,0.15957589187895957,2.2218678371899023
50000,1,2,2,40,0,0.0,0,0,20761.5,140267,5450.0,44629,0.31816950409216643,2.8052838943221134
20000,1,2,1,45,1,0.16666666666666666,2,2,10711.5,52047,0.0,11400,0.21902858899477406,2.60221988900555
350000,2,1,2,33,1,0.0,0,0,213181.5,1371952,10855.0,141435,0.1030902662117434,3.9198516575666926
80000,2,1,2,29,1,-0.6666666666666666,1,1,6199.0,29849,2250.0,21951,0.7353768844221106,0.3731078361520481
150000,1,3,1,35,1,1.0,2,3,128342.5,765464,5012.5,24105,0.03149066253845702,5.103059312937914
300000,2,1,2,35,0,0.0,0,0,75691.5,414485,5250.0,99025,0.23891036126672555,1.381612061293129
400000,1,2,1,39,0,0.0,0,0,186037.5,1313308,10669.0,58257,0.0443589437063174,3.2832617918455202
250000,2,2,1,35,0,0.0,0,0,244829.5,1471117,8205.5,49407,0.03358466146155509,5.8844444622221515
50000,2,1,2,23,1,-0.16666666666666666,0,0,34390.0,185089,601.5,5129,0.027710843373493974,3.7017059658806826
230000,2,3,1,44,0,-1.0,-1,0,13376.5,110185,13376.5,72394,0.6570163178625233,0.47906313450811083
100000,2,2,2,27,0,0.3333333333333333,2,1,47319.0,282753,1900.0,11776,0.0416475098495512,2.82750172498275
380000,1,2,2,34,0,-0.3333333333333333,2,1,1466.0,11800,316.0,3564,0.30200830438098464,0.03105254986171089
260000,2,2,2,28,0,0.0,0,0,214712.5,1436873,8119.5,56170,0.03909180624049151,5.526413359948616
470000,1,2,2,31,0,0.0,0,0,84026.0,505874,4000.0,22700,0.04487274524339017,1.0763253695204904
80000,1,2,2,29,0,-0.16666666666666666,0,0,48018.0,288272,1902.0,11665,0.04046511466561211,3.6033549580630244
140000,1,1,2,36,1,0.0,0,0,51433.0,331103,2250.0,15800,0.04771914564608099,2.365004535681888
140000,1,1,1,45,1,2.0,2,6,65938.5,410203,2750.0,18500,0.045099511462589344,2.9300004999964284
50000,1,2,1,36,1,1.3333333333333333,2,4,34052.5,206580,691.5,5486,0.02655616925080235,4.131517369652607
180000,2,2,1,37,1,0.0,0,0,14560.5,126448,1181.0,36341,0.2873964997746127,0.7024849861945212
30000,2,2,2,23,1,2.6666666666666665,4,6,16053.5,96597,400.0,3350,0.03467980703534235,3.2197926735775475
30000,2,2,2,22,1,0.8333333333333334,3,2,23790.0,143017,2100.0,13800,0.09649135073906781,4.767074430852305
50000,2,1,1,25,1,0.0,0,0,30266.0,182307,1266.0,7621,0.041802883033108806,3.646067078658427
250000,2,1,2,35,0,0.5,2,2,28224.0,158239,480.0,7278,0.045993427704752274,0.6329534681861273
310000,2,2,2,25,0,-0.6666666666666666,0,0,20661.5,229041,939.0,140993,0.6155770557365025,0.738839552130477
360000,2,2,1,51,0,-0.8333333333333334,1,1,390.0,1860,465.0,2640,1.4185921547555078,0.005166652314854681
50000,1,2,2,31,0,-0.3333333333333333,0,0,20825.0,140173,2500.0,35400,0.2525432676530598,2.8034039319213617
480000,2,1,2,30,0,-0.3333333333333333,0,0,28834.5,182034,9490.5,92977,0.5107644134369764,0.379236709923521
50000,2,1,2,24,0,-1.0,-1,0,1220.5,6933,1220.5,7305,1.053504470723969,0.1386572268554629
160000,1,2,2,37,0,-1.1666666666666667,1,1,0.0,1064,230.5,1893,1.7774647887323944,0.006649958437759764
140000,2,1,2,30,0,0.0,0,0,6651.0,40389,879.0,4958,0.12275315672196088,0.28849079649431075
310000,2,1,2,27,0,-1.0,-1,0,1590.0,8944,2121.5,21431,2.3958636109558413,0.028851519833806988
30000,2,1,2,27,0,-1.0,-1,0,5256.5,41798,6308.5,43902,1.050312208426039,1.3932202259924669
40000,2,2,1,27,0,0.5,2,2,13785.5,84962,2277.0,11554,0.13598860680531524,2.123996900077498
80000,1,3,1,55,0,0.0,0,0,63611.0,386952,8202.0,60304,0.15584321610118024,4.836839539505756
30000,2,2,2,41,0,0.0,0,0,25135.0,144805,1116.0,7647,0.05280858527961549,4.826672444251859
200000,2,2,2,26,0,-2.0,-2,0,5321.5,399773,3238.5,180543,0.45161266115355175,1.9988550057249714
270000,2,3,1,42,0,0.3333333333333333,2,1,88108.5,558276,3203.5,19304,0.03457781710512882,2.067681230810256
180000,1,1,2,32,0,0.0,0,0,142449.0,865486,5568.5,35637,0.04117566179503563,4.808228843173094
180000,2,2,2,34,0,-1.0,-1,0,187.5,1123,193.5,1704,1.5160142348754448,0.006238854228587619
10000,1,3,2,21,0,0.3333333333333333,2,1,6154.0,29842,0.0,2526,0.08464296484937842,2.983901609839016
120000,1,1,1,48,1,-1.0,-1,0,360.0,2610,435.0,3120,1.1949444657219457,0.021749818751510403
30000,1,1,2,36,1,0.3333333333333333,2,1,25442.0,144888,1662.5,10043,0.06931513089330453,4.829439018699377
300000,2,1,1,30,0,-0.6666666666666666,1,1,1437.5,-1233,1437.5,14875,-12.073863636363637,-0.004109986300045667
50000,2,3,1,61,0,0.6666666666666666,2,2,5540.5,33052,394.5,3029,0.09164069827247148,0.6610267794644107
150000,1,3,1,58,0,-1.1666666666666667,2,1,0.0,8547,0.0,10106,1.182264857276556,0.05697962013586576
300000,2,2,2,36,0,0.0,2,2,542.0,2975,430.0,2643,0.8881048387096774,0.009916633611221295
50000,1,2,2,26,0,0.0,0,0,29850.0,214332,1201.0,9114,0.04252261667592018,4.286554268914622
10000,1,2,2,34,0,0.0,0,0,10226.0,67046,413.5,4714,0.0703088877951288,6.703929607039296
260000,2,2,2,35,0,-1.0,-1,0,188.0,1134,188.0,1167,1.028193832599119,0.004361521686455052
400000,2,1,1,28,0,0.0,2,1,393671.0,2000163,13780.0,460576,0.23026911793232954,5.000394999012502
50000,2,2,2,39,0,0.0,0,0,17176.0,110265,1000.0,9596,0.08702591914098634,2.2052558948821024
50000,2,2,2,22,0,1.0,2,3,39702.5,239459,804.0,6583,0.027491021464962833,4.789084218315634
280000,2,1,2,28,0,-0.6666666666666666,0,0,11739.0,67160,10010.0,53100,0.7906374235047126,0.23985628622754918
10000,2,2,2,22,0,0.0,0,0,8021.0,49283,1223.5,9062,0.18387306225144062,4.927807219278073
80000,2,2,1,32,0,0.5,2,2,73723.5,443258,2800.0,14100,0.03180984480856565,5.540655741803228
150000,2,3,1,52,0,-1.0,-1,0,1054.0,7189,1164.0,7239,1.0068150208623088,0.047926347157685616
20000,2,2,2,53,0,3.0,4,6,18613.0,112378,585.0,4070,0.036216730883883996,5.618619069046548
50000,1,2,2,24,1,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
170000,2,1,2,31,0,-1.0,1,1,0.0,2723,228.0,3179,1.1670337738619676,0.016017552837924484
130000,2,2,2,33,0,0.0,0,0,60709.0,368749,1885.0,11641,0.031568813559322034,2.8365089499311544
50000,2,2,2,29,0,-0.5,0,0,4896.5,33618,400.5,13263,0.39450905737826825,0.6723465530689386
50000,2,3,2,27,0,1.1666666666666667,2,4,9274.5,60894,1107.0,10479,0.17208309385006978,1.2178556428871423
180000,1,2,1,40,1,0.0,0,0,50465.0,435571,2000.0,15000,0.034437475319809355,2.419825445414192
20000,2,2,1,50,0,1.3333333333333333,2,4,15662.0,90324,1152.0,9897,0.10957099363409908,4.515974201289936
410000,1,1,2,29,0,0.0,0,0,44306.0,267868,3937.0,24984,0.09326947127140506,0.6533349918658735
50000,2,2,2,26,0,0.0,0,0,29010.0,173320,1305.0,7967,0.04596673224825613,3.4663306733865324
270000,2,2,1,47,0,-2.0,-2,0,7500.0,45900,7500.0,47966,1.0449881266203351,0.16999937037270232
80000,2,1,2,24,0,-0.8333333333333334,0,0,4027.5,28368,1439.5,15724,0.5542669815643837,0.35459556755540556
140000,2,3,2,48,0,0.0,0,0,85573.5,546260,3039.5,72872,0.13340143264849585,3.9018292726480523
60000,1,2,1,29,1,2.0,2,6,42492.0,255765,1800.0,8948,0.03498510357123308,4.2626789553507445
180000,2,1,2,26,0,0.6666666666666666,2,2,152454.5,1009181,4826.5,24314,0.02409278009318438,5.606529963722424
320000,2,1,2,34,0,-2.0,-2,0,-934.0,-5600,0.0,4,-0.0007144132880871584,-0.0174999453126709
40000,1,2,2,26,1,2.3333333333333335,3,6,6762.0,39964,604.0,3208,0.08027023645689979,0.9990750231244219
380000,2,1,2,32,0,-1.0,-1,0,26663.0,189465,9973.5,156448,0.8257312657680006,0.4985907931821232
150000,2,2,1,36,0,2.3333333333333335,4,6,138844.5,820060,5150.0,36534,0.04455034442559761,5.467030219798534
110000,2,1,2,25,0,0.0,0,0,48817.0,297342,1749.5,13555,0.04558708293116031,2.703084517413478
110000,1,1,2,26,0,0.0,0,0,53467.0,418081,1959.0,13803,0.033015054463000085,3.800701811801711
100000,2,3,1,26,0,0.0,0,0,38881.0,240260,2750.0,20214,0.08413350481351531,2.4025759742402575
240000,1,1,2,35,0,-1.0,-1,0,10639.0,102156,5623.0,91129,0.8920485135624577,0.42564822646572303
50000,2,2,2,25,0,0.0,0,0,27162.5,165915,1500.0,9115,0.05493743822175077,3.3182336353272937
50000,1,1,2,38,0,0.0,0,0,21007.5,137640,896.0,5176,0.03760507406949964,2.752744945101098
200000,1,2,2,29,0,0.5,2,2,112025.0,781052,3050.0,17505,0.022412051422886794,3.905240473797631
80000,2,1,2,27,0,0.0,2,1,8008.5,74313,990.0,31778,0.42761794547460774,0.9289008887388908
40000,1,3,2,49,1,0.3333333333333333,2,1,32420.0,195420,3000.0,17000,0.08699167438504563,4.8853778655533615
250000,1,2,1,29,0,-1.0,1,1,205.0,8254,344.0,8658,1.0488188976377952,0.033015867936528255
230000,2,1,2,24,0,0.0,0,0,65182.5,335462,5723.0,42311,0.12612717348858146,1.458524093373507
30000,1,1,2,26,1,0.6666666666666666,2,2,8347.0,49143,500.0,3200,0.06511476477291225,1.6380453984867172
80000,2,3,2,52,1,0.0,0,0,66079.5,409168,2377.0,14786,0.03613665746916311,5.114536068299146
100000,2,1,2,37,0,-1.0,0,0,1252.5,34703,390.0,23491,0.6768960350391886,0.34702652973470266
230000,2,2,1,28,0,0.0,0,0,19786.5,187261,1319.5,77235,0.4124435283186124,0.814174720979474
490000,1,1,1,50,1,-1.0,-1,0,4027.5,35853,4027.5,25500,0.7112177162938584,0.07316923843012565
30000,2,3,2,44,1,0.6666666666666666,2,2,25148.0,148655,1193.5,7087,0.047673824130879346,4.955001499950002
40000,1,3,1,49,0,0.0,0,0,35158.0,213734,1740.0,32095,0.15016258450885442,5.343216419589511
450000,1,1,1,34,1,-2.0,-2,0,0.0,1835,0.0,1853,1.0092592592592593,0.0040777687160695195
50000,2,2,2,23,1,0.3333333333333333,2,1,27408.0,186454,1014.0,8028,0.04305596524630608,3.7290054198916023
20000,1,2,2,26,0,2.5,4,6,18622.0,110556,500.0,5400,0.04884358294816249,5.5275236238188095
260000,2,3,1,36,0,0.0,0,0,105442.0,618793,3835.0,22049,0.03563221362844501,2.37996392321568
10000,1,2,2,28,0,0.5,2,3,933.0,12288,185.0,8866,0.7214582146635202,1.2286771322867713
500000,1,1,2,38,0,-1.5,0,0,109.0,25869,310.5,14580,0.563587166602242,0.051737896524206954
70000,2,2,1,25,0,0.0,0,0,29696.5,183426,1302.0,8420,0.045903820048302596,2.6203339952286395
100000,2,3,1,28,0,-2.0,-2,0,416.0,11722,416.0,9779,0.8341721402371407,0.11721882781172188
50000,2,3,1,30,0,-2.0,-2,0,0.0,614,0.0,614,0.9983739837398374,0.012279754404911901
400000,2,1,2,33,1,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
270000,1,2,1,49,0,-0.3333333333333333,0,0,61154.5,308810,5000.0,86164,0.2790185582767453,1.1437365046796122
260000,1,1,2,38,0,-0.6666666666666666,0,0,3953.0,46524,3953.0,35542,0.7639333691563676,0.1789377733162565
250000,2,2,2,32,0,0.0,0,0,28946.0,231422,4150.0,25300,0.10932361951923535,0.925684297262811
360000,1,1,2,30,0,-0.8333333333333334,0,0,8771.5,75706,8815.0,65645,0.8670928712008137,0.21029386029483252
230000,1,2,2,30,0,0.0,0,0,101460.0,603115,3414.0,21786,0.03612240431359805,2.6222277294446545
110000,1,2,2,27,0,0.0,0,0,42672.5,337072,2000.0,17381,0.05156449789808142,3.0642630521540712
50000,2,2,1,32,0,-1.0,-1,0,316.0,1862,316.0,1896,1.0177133655394526,0.037239255214895704
80000,1,1,1,38,0,0.3333333333333333,2,1,41673.5,252988,2516.5,17533,0.06930340844858868,3.162310471119111
10000,2,2,1,32,1,0.0,0,0,7174.5,41188,1000.0,4706,0.11425380562771614,4.118388161183882
20000,1,3,1,52,1,-0.16666666666666666,2,3,0.0,20474,0.0,0,0.0,1.023648817559122
200000,2,3,2,33,0,-0.8333333333333334,0,0,2756.5,28685,2479.5,21806,0.7601617513769783,0.1434242828785856
180000,1,1,2,40,0,0.0,0,0,88448.0,530762,3150.0,23962,0.04514632708007152,2.948661396325576
120000,2,3,1,69,0,0.0,0,0,105962.0,631290,3755.0,23183,0.03672315936707477,5.260706160781994
80000,2,2,1,47,1,0.0,0,0,6742.0,35144,568.0,3864,0.1099445155783184,0.43929450881863974
220000,1,1,1,50,0,-1.0,-1,0,3802.0,26154,3802.0,24175,0.9242974574651118,0.11888127781237358
360000,1,1,2,32,0,-0.5,0,0,8340.0,47507,103.5,23862,0.502273301338722,0.1319635223235491
50000,2,1,2,25,0,0.0,0,0,18238.5,148007,1800.0,9218,0.06228041727474191,2.9600807983840323
150000,2,2,1,31,0,-0.5,0,0,17105.0,93235,5315.0,48924,0.5247329357758805,0.6215625229165139
70000,2,2,2,27,0,0.0,0,0,53007.0,318347,1522.0,12079,0.03794275446995112,4.547749317866888
20000,2,1,2,25,1,2.0,3,6,10636.5,63613,500.0,5000,0.07859905052346967,3.1804909754512276
150000,2,1,1,32,1,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
40000,1,2,1,35,0,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
170000,1,1,2,27,0,1.3333333333333333,2,4,145845.5,870813,8400.5,48851,0.05609808753648885,5.1223992800042355
220000,2,2,1,37,0,0.6666666666666666,2,2,47448.0,285898,1979.0,11658,0.04077663790359533,1.2995304566797423
110000,2,2,1,41,1,-0.6666666666666666,0,0,54370.0,328845,0.0,6366,0.019358605547885637,2.989472822974337
30000,2,2,1,47,0,0.0,0,0,29812.5,206559,1332.0,7785,0.03768880712625872,6.885070497650078
230000,2,1,2,32,0,0.0,0,0,140373.5,838081,17614.5,113224,0.1350989521311757,3.643814592110469
270000,2,2,2,38,0,-2.0,-2,0,5120.0,30640,1013.0,10697,0.34910740511079924,0.11348106118125488
360000,2,1,2,47,1,1.5,3,4,275094.5,1510784,7750.0,149558,0.09899356956813841,4.196610564970653
180000,2,2,2,25,0,0.3333333333333333,2,1,177245.0,1061122,6637.5,41520,0.039128357410026925,5.895089471725157
360000,1,2,1,49,1,-1.1666666666666667,1,1,-20.5,8086,0.0,8209,1.0150859403981698,0.022461048719309113
280000,2,1,2,47,0,0.0,0,0,199723.5,1157903,5342.0,37190,0.032118379416601034,4.135353088024686
170000,2,1,1,63,0,0.0,0,0,58791.5,353866,2825.5,16651,0.04705440179502469,2.081552461456109
50000,2,2,3,33,0,0.0,0,0,29543.5,193449,1445.0,18890,0.09764797105195142,3.868902621947561
160000,1,3,2,44,0,-0.8333333333333334,0,0,400.0,2750,550.0,2725,0.9905488913122501,0.01718739257879638
160000,2,1,2,42,0,-2.0,-2,0,0.0,741,0.0,741,0.9986522911051213,0.004631221054868407
160000,2,3,2,24,0,0.0,0,0,124054.5,745515,4700.0,28400,0.038094420508748304,4.659439628502322
50000,1,2,2,27,0,0.6666666666666666,2,2,25532.5,212945,582.0,9359,0.04395010941741099,4.258814823703526
50000,2,2,2,49,0,0.3333333333333333,2,1,17088.5,161976,528.0,4791,0.029578273458577452,3.239455210895782
180000,2,2,2,30,0,-0.5,0,0,2822.5,210551,987.5,11270,0.05352596983168054,1.169721279326226
210000,2,1,2,38,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
20000,1,2,1,40,0,-0.16666666666666666,2,3,0.0,42097,0.0,0,0.0,2.104744762761862
570000,1,1,2,29,0,-1.0,-1,0,5119.0,23626,5175.0,108426,4.589071824607441,0.041449050089385805
280000,1,1,2,27,0,-1.0,-1,0,1761.0,16010,1764.5,37430,2.3377677846480545,0.05717836722011707
50000,2,2,2,24,1,0.5,2,2,28941.0,179418,2099.5,15199,0.08471232143752891,3.5882882342353155
20000,2,2,2,46,1,1.1666666666666667,2,4,19227.0,129763,1050.0,7400,0.05702660213926821,6.487825608719564
30000,1,1,2,28,1,0.0,2,1,11806.0,78014,1550.0,13100,0.1679164263282702,2.6003799873337554
240000,1,1,1,37,0,0.0,0,0,221392.5,1325535,7507.0,45719,0.03449095309369191,5.52303948733547
30000,1,1,2,47,0,1.0,2,3,28291.5,169151,1472.5,7845,0.04637840522133939,5.638178727375754
90000,2,2,1,47,0,0.0,0,0,28797.0,173418,2000.0,12000,0.06919657015667256,1.926845257274919
60000,1,2,2,25,0,0.0,0,0,26954.5,209084,1750.0,11500,0.05500155439175455,3.4846752554124096
500000,1,1,2,34,0,-0.16666666666666666,0,0,52247.5,470950,9039.0,42321,0.08986285197398455,0.9418981162037676
70000,1,2,1,34,1,0.0,0,0,51983.0,310306,2313.5,13350,0.043021910559542645,4.432879530292424
140000,1,2,2,27,0,1.3333333333333333,2,4,33228.5,199230,1500.0,10000,0.05019299205444936,1.4230612638481153
30000,1,2,2,32,0,1.5,3,4,30440.5,176359,498.0,4296,0.024359265139487413,5.878437385420486
140000,1,2,1,55,0,0.0,0,0,83177.0,498834,3750.0,25658,0.051435845520061745,3.563074549467504
290000,1,1,2,44,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
360000,2,1,1,36,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
30000,1,1,2,34,0,0.6666666666666666,2,2,30097.0,181527,1626.5,23132,0.1274293772861487,6.050698310056331
170000,2,2,1,33,0,-1.0,-1,0,700.0,4513,700.0,9555,2.11674789543642,0.02654690266527844
290000,1,1,1,46,0,-1.3333333333333333,-1,0,2629.5,15854,1953.5,13824,0.8719016083254494,0.054668777004217226
270000,2,2,2,53,0,-0.8333333333333334,1,2,-764.0,18637,2502.0,75456,4.048503058268055,0.06902567027529527
200000,1,1,1,49,1,-1.0,-1,0,919.5,6274,707.5,5784,0.9217529880478088,0.03136984315078425
140000,2,1,1,45,0,-1.0,-1,0,316.0,2046,316.0,2046,0.9995114802149487,0.014614181327276234
230000,2,3,2,39,0,-2.0,-2,0,1876.0,14986,1876.0,14986,0.9999332755054381,0.06515623845113717
80000,1,1,2,26,0,0.0,0,0,28515.0,225309,1450.0,57559,0.2554658026718743,2.8163272959088013
350000,1,2,2,36,0,0.0,0,0,221023.5,1310617,7761.0,48412,0.03693829933664882,3.7446093011162827
50000,2,3,1,42,0,0.0,0,0,35910.5,234659,1680.0,10692,0.04556379442597801,4.693086138277234
50000,1,3,2,32,0,0.0,0,0,39701.0,239459,1195.0,8360,0.03491188507475152,4.789084218315634
390000,2,2,1,45,1,-1.5,1,1,0.0,0,0.0,3971,3971.0,0.0
80000,2,1,2,25,0,-1.1666666666666667,1,1,0.0,300,0.0,800,2.6578073089700998,0.00374995312558593
150000,2,2,2,23,0,-0.6666666666666666,0,0,151624.0,647312,5159.5,186409,0.2879735151310108,4.315384564102906
10000,1,2,2,23,0,0.3333333333333333,2,1,9689.0,56778,750.0,4700,0.08277708307648955,5.6772322767723225
100000,1,2,2,31,0,0.5,2,2,85285.0,513811,2900.0,15128,0.029442675531128115,5.138058619413806
310000,2,1,1,41,0,0.0,0,0,51930.0,370648,8564.5,108843,0.29365518320567435,1.1956348527907974
80000,1,1,2,31,0,0.0,0,0,17160.0,123526,2774.0,27127,0.21960381131250659,1.5440556993037586
40000,1,1,1,46,1,0.3333333333333333,2,2,585.0,3120,0.0,1170,0.37487984620314,0.07799805004874878
180000,2,2,1,43,0,-2.0,-2,0,545.5,9170,0.0,8079,0.8809290153745503,0.050944161421325435
100000,1,1,1,60,0,0.8333333333333334,3,3,4825.0,31303,0.0,2712,0.08663429593662152,0.31302686973130267
140000,2,1,1,31,0,-2.0,-2,0,757.5,8297,695.5,8198,0.9879489033502049,0.05926386240098285
230000,1,2,2,27,0,-1.0,-1,0,396.0,2526,396.0,2526,0.999604273842501,0.010982560945387194
20000,1,2,2,24,1,1.1666666666666667,2,4,13290.0,79802,1500.0,9400,0.117790058017869,3.9899005049747513
90000,2,3,1,55,0,0.0,0,0,23547.0,141280,1007.5,6424,0.04546966683418152,1.5697603359962666
50000,1,1,2,29,0,0.0,0,0,20901.0,174629,1500.0,39000,0.22332932485827178,3.492510149797004
50000,2,2,1,39,0,0.0,0,0,22706.0,137115,2524.5,18049,0.13163306980950437,2.742245155096898
50000,1,2,1,51,0,0.0,0,0,38493.5,233683,1046.5,8640,0.036973006281987644,4.673566528669427
200000,1,1,2,28,0,-0.8333333333333334,0,0,7600.0,44783,2222.5,23097,0.5157422293676313,0.22391388043059784
20000,1,1,2,23,1,1.3333333333333333,3,4,19707.0,117449,378.0,3844,0.03272882077479779,5.872156392180391
400000,1,1,2,46,0,-0.5,0,0,10039.5,52312,8279.5,48987,0.9364211572649246,0.13077967305081736
20000,1,2,2,38,0,0.0,0,0,19110.0,113407,1750.0,14000,0.12344808126410835,5.670066496675166
40000,1,2,2,36,0,-1.5,1,1,0.0,0,0.0,10000,10000.0,0.0
240000,1,1,2,28,0,0.0,0,0,138205.5,829870,4999.5,30354,0.03657676916050808,3.4577772592614195
240000,2,1,1,37,0,-0.5,0,0,13948.0,95243,14668.0,86703,0.9103250598462895,0.3968441798159174
80000,2,2,2,38,0,0.0,0,0,50638.0,326410,2000.0,11615,0.03558397235387288,4.080073999075012
180000,1,1,1,37,0,0.0,0,0,123207.0,742402,4488.5,27530,0.037082285497229944,4.124432642040878
20000,2,1,2,22,1,0.3333333333333333,2,1,6678.5,37068,675.0,4512,0.12171895654050555,1.8533073346332682
